"Date","Open","High","Low","Close","Volume","Adjusted"
2020-01-01,569.400024414062,572.900024414062,566.849975585938,571.950012207031,918373,462.650177001953
2020-01-02,572.549987792969,575,570.5,573.549987792969,1075642,463.9443359375
2020-01-03,574,588.5,572.849975585938,585.049987792969,3269446,473.246673583984
2020-01-06,585,592.200012207031,579.450012207031,582,3589985,470.779449462891
2020-01-07,582,587.75,579.049987792969,584.25,3179728,472.599609375
2020-01-08,583,593,578,585.75,3593096,473.812957763672
2020-01-09,586,588.150024414062,579.25,580.299987792969,2313648,469.404418945312
2020-01-10,582,589.799987792969,577.400024414062,580.349975585938,2049636,469.444763183594
2020-01-13,583.950012207031,590,581,586.5,4096054,474.419525146484
2020-01-14,587.200012207031,597.400024414062,587.150024414062,594.299987792969,3395378,480.72900390625
2020-01-15,597,598.299987792969,591.700012207031,595.75,2348102,481.902008056641
2020-01-16,597,598.299987792969,586.75,593.25,2107442,479.879730224609
2020-01-17,585,602,585,598.799987792969,4555694,484.369079589844
2020-01-20,618,618,584.099975585938,589.25,10272118,476.644073486328
2020-01-21,589.299987792969,593.25,582.349975585938,584.049987792969,2640668,472.437866210938
2020-01-22,585.200012207031,595,581.5,590.650024414062,4402650,477.776580810547
2020-01-23,590.099975585938,599.950012207031,587,598.950012207031,6089397,484.490386962891
2020-01-24,599,609,595.5,607.700012207031,3551260,493.215209960938
2020-01-27,607.700012207031,608,601.75,604.349975585938,2450421,490.496307373047
2020-01-28,607.299987792969,607.349975585938,592.599975585938,601.450012207031,5330709,488.142700195312
2020-01-29,605,611.5,602.200012207031,608.849975585938,4281329,494.148529052734
2020-01-30,612,613.849975585938,603.650024414062,607.849975585938,3334901,493.336944580078
2020-01-31,607.849975585938,608.900024414062,589.599975585938,591.400024414062,3590768,479.986022949219
2020-02-03,591.400024414062,593.650024414062,577.5,579.099975585938,4024193,470.003295898438
2020-02-04,583,589.25,582.5,586.5,3246094,476.009002685547
2020-02-05,589.400024414062,598.5,586,595.599975585938,3006324,483.394653320312
2020-02-06,598.950012207031,613,598,599.700012207031,4704968,486.722259521484
