"Date","Open","High","Low","Close","Volume","Adjusted"
2020-01-01,107.18440246582,110.193778991699,107.015647888184,109.968780517578,13620373,77.5450820922852
2020-01-02,109.99690246582,110.643775939941,109.321899414062,109.743774414062,5673692,77.3864364624023
2020-01-03,109.265655517578,109.57502746582,107.578147888184,108.562530517578,7358268,76.553466796875
2020-01-06,108.000030517578,109.096900939941,105.750022888184,108.618774414062,7355290,76.5931243896484
2020-01-07,108.646903991699,109.406280517578,107.521903991699,107.831275939941,14023712,76.0378112792969
2020-01-08,107.04377746582,107.409400939941,106.228149414062,107.18440246582,9451757,75.581672668457
2020-01-09,107.971900939941,108.787528991699,107.521903991699,108.534400939941,7714854,76.5336303710938
2020-01-10,108.956275939941,108.956275939941,107.437522888184,108.084403991699,4118638,76.2163009643555
2020-01-13,108.225028991699,109.687530517578,107.88752746582,109.57502746582,27682638,77.2674331665039
2020-01-14,109.57502746582,110.446899414062,109.265655517578,109.828155517578,5994314,77.4459381103516
2020-01-15,109.912528991699,110.13752746582,108.506278991699,109.265655517578,7114590,77.0492706298828
2020-01-16,109.181274414062,111.206275939941,109.181274414062,110.503150939941,8552344,77.9219055175781
2020-01-17,110.221900939941,111.290649414062,108.928153991699,111.037528991699,4698386,78.2987365722656
2020-01-20,114.975028991699,118.687530517578,114.328155517578,115.115653991699,49337827,81.1744384765625
2020-01-21,114.553153991699,114.91877746582,111.937530517578,112.837524414062,17283910,79.568000793457
2020-01-22,112.781280517578,113.821899414062,108.59065246582,112.52815246582,56787054,79.3498458862305
2020-01-23,110.671905517578,116.662528991699,109.068778991699,113.596900939941,226059260,80.1034774780273
2020-01-24,110.503150939941,111.459403991699,109.265655517578,110.784400939941,16151679,78.120231628418
2020-01-27,110.475028991699,110.503150939941,108.16877746582,108.562530517578,8213919,76.553466796875
2020-01-28,108.562530517578,108.562530517578,106.368774414062,107.128150939941,9174575,75.5420074462891
2020-01-29,107.128150939941,109.01252746582,106.453147888184,108.225028991699,17600091,76.3154754638672
2020-01-30,108.225028991699,109.828155517578,107.662528991699,109.350028991699,26386034,77.108772277832
2020-01-31,109.85627746582,109.968780517578,104.118774414062,105.103149414062,63986362,74.1140670776367
2020-02-03,101.756271362305,106.312522888184,99.8156509399414,105.384399414062,16329297,74.3123931884766
2020-02-04,105.946899414062,109.85627746582,105.750022888184,109.321899414062,14207381,77.0889587402344
2020-02-05,109.181274414062,110.081275939941,105.750022888184,106.509399414062,14550344,75.1056747436523
2020-02-06,106.846900939941,108.984405517578,106.115653991699,108.506278991699,9175642,76.513786315918
2020-02-07,108.45002746582,108.45002746582,106.05940246582,107.100028991699,18058457,75.5221862792969
2020-02-10,107.268775939941,107.493774414062,103.921897888184,104.962524414062,30471811,74.014892578125
2020-02-11,106.031272888184,107.550025939941,105.806274414062,106.593772888184,32456571,75.1651840209961
2020-02-12,106.90315246582,107.943778991699,106.05940246582,106.509399414062,16386952,75.1056747436523
2020-02-13,106.20002746582,107.521903991699,105.581275939941,107.18440246582,18581113,75.581672668457
2020-02-14,107.156272888184,107.662528991699,103.162521362305,103.556274414062,23830630,73.0232696533203
2020-02-17,104.062522888184,104.51252746582,101.55940246582,103.275024414062,17670292,72.8249664306641
2020-02-18,102.712524414062,104.821899414062,101.728149414062,104.062522888184,30879880,73.3802642822266
2020-02-19,104.625022888184,105.721900939941,102.937522888184,105.468772888184,22313738,74.3718795776367
2020-02-20,105.468772888184,107.268775939941,104.568778991699,106.453147888184,25907657,75.0660171508789
2020-02-24,106.312522888184,106.425025939941,104.09065246582,104.681274414062,14921452,73.8165664672852
2020-02-25,104.681274414062,105.581275939941,104.259399414062,104.709403991699,17807428,73.8364105224609
2020-02-26,104.062522888184,105.975028991699,103.471900939941,104.540649414062,17113656,73.7174072265625
2020-02-27,104.118774414062,105.581275939941,101.98127746582,104.878150939941,28472046,73.9554138183594
2020-02-28,103.190650939941,104.23127746582,100.771896362305,102.093772888184,28010970,71.9919738769531
2020-03-02,103.359397888184,105.300025939941,102.234397888184,103.218772888184,19540018,72.785285949707
2020-03-03,103.38752746582,109.518775939941,102.40315246582,107.831275939941,16039306,76.0378112792969
2020-03-04,107.268775939941,111.375030517578,106.05940246582,110.84065246582,16939245,78.1599044799805
2020-03-05,110.27815246582,112.24690246582,109.43440246582,110.221900939941,9715265,77.7235717773438
2020-03-06,107.156272888184,108.337524414062,105.834403991699,107.212524414062,14371982,75.6014938354492
2020-03-09,104.006278991699,106.087524414062,100.096900939941,101.784400939941,69609292,71.7738342285156
2020-03-11,100.968772888184,103.443771362305,99.7031478881836,102.037521362305,42604599,71.9523086547852
2020-03-12,99.1125259399414,100.068771362305,92.6718978881836,93.4312744140625,58418097,65.8835830688477
2020-03-13,91.5750198364258,97.0875244140625,84.0937728881836,94.4437713623047,44617540,66.597541809082
2020-03-16,91.3500213623047,91.6312713623047,87.1875228881836,88.8468933105469,39669086,64.956657409668
2020-03-17,88.0593948364258,95.8218994140625,87.6093978881836,91.1250228881836,35460792,66.6222152709961
2020-03-18,92.2500228881836,92.7562713623047,68.7093887329102,81.0843963623047,119909061,59.2814445495605
2020-03-19,81.7875213623047,85.4437713623047,78.806266784668,82.7718963623047,44039786,60.5151863098145
2020-03-20,83.3906478881836,91.0406494140625,83.3906478881836,88.4531478881836,131485883,64.6688003540039
2020-03-23,79.6218948364258,87.6656494140625,79.6218948364258,86.0625228881836,39665620,62.9209861755371
2020-03-24,85.5281448364258,88.4250183105469,81.7875213623047,82.8562698364258,42302851,60.5768699645996
2020-03-25,83.5312728881836,88.2843933105469,83.446891784668,84.5156478881836,23309603,61.7900581359863
2020-03-26,84.7125244140625,90.9562683105469,82.8281478881836,89.0718994140625,25329120,65.1211776733398
2020-03-27,89.2125244140625,93.5156478881836,88.1156463623047,90.0000228881836,28883749,65.7997283935547
2020-03-30,87.1875228881836,89.9437713623047,86.0906448364258,87.5531463623047,22364337,64.0108032226562
