"Date","Open","High","Low","Close","Volume","Adjusted"
2020-01-01,334.700012207031,335.950012207031,332.149993896484,334.450012207031,17379320,308.602569580078
2020-01-02,334.5,339.850006103516,333.350006103516,339.299987792969,20324236,313.077758789062
2020-01-03,337.950012207031,337.950012207031,332,333.700012207031,21853208,307.910552978516
2020-01-06,331.700012207031,331.700012207031,317.700012207031,319,35645325,294.346618652344
2020-01-07,324.450012207031,327,315.399993896484,318.399993896484,50966826,293.79296875
2020-01-08,312.100006103516,321.5,311,319.799987792969,44527485,295.084747314453
2020-01-09,326.899993896484,331.399993896484,325,330.200012207031,40348407,304.681030273438
2020-01-10,331,337.950012207031,328.100006103516,332.25,42377838,306.572601318359
2020-01-13,334,335.450012207031,329.049987792969,330.75,23615129,305.188537597656
2020-01-14,329.799987792969,331.700012207031,326.5,328,26296117,302.651062011719
2020-01-15,329,329.200012207031,322.350006103516,324.25,32625740,299.190887451172
2020-01-16,324,326.899993896484,322.350006103516,323.299987792969,26653623,298.314270019531
2020-01-17,313,323.5,310.100006103516,318,58396326,293.423889160156
2020-01-20,321,321.450012207031,313.399993896484,314,30682902,289.733032226562
2020-01-21,313.799987792969,316.950012207031,312,313.700012207031,30591772,289.456207275391
2020-01-22,317,317,313.700012207031,316.149993896484,24994911,291.716857910156
2020-01-23,316,324.799987792969,314.149993896484,323.200012207031,33293610,298.222015380859
2020-01-24,323.5,327.299987792969,321.149993896484,324.049987792969,22706879,299.006317138672
2020-01-27,320.899993896484,322,315.799987792969,316.200012207031,23309355,291.763000488281
2020-01-28,317.950012207031,320,311.049987792969,315.100006103516,26488426,290.748016357422
2020-01-29,317.850006103516,319.700012207031,315.549987792969,316.450012207031,23914114,291.99365234375
2020-01-30,316.75,316.75,305.649993896484,310.700012207031,35802330,286.688079833984
2020-01-31,313.700012207031,321.700012207031,308.600006103516,318.450012207031,92656638,293.839111328125
2020-02-03,303,306.850006103516,295.350006103516,298.100006103516,56060158,275.061828613281
2020-02-04,302.899993896484,307.549987792969,297.100006103516,306.25,51141567,282.581939697266
2020-02-05,306.899993896484,313.649993896484,304.600006103516,311,35014841,286.96484375
2020-02-06,311.200012207031,323.5,310.100006103516,321.950012207031,57757656,297.068603515625
2020-02-07,321.5,325,318.399993896484,320.549987792969,37126803,295.776824951172
2020-02-10,319.799987792969,322.799987792969,316.5,318.5,24816396,293.88525390625
2020-02-11,321.049987792969,325.799987792969,321.049987792969,324.350006103516,30188757,299.283111572266
2020-02-12,329.899993896484,329.899993896484,319.25,320.200012207031,38930849,295.453887939453
2020-02-13,322,330.950012207031,322,327.450012207031,62516057,302.1435546875
2020-02-14,328.100006103516,331.899993896484,318.549987792969,319.399993896484,48205947,294.715698242188
2020-02-17,320.950012207031,321.149993896484,311.649993896484,314.200012207031,36950692,289.917572021484
2020-02-18,315.399993896484,319.200012207031,309.399993896484,317.549987792969,38588583,293.008636474609
2020-02-19,322.299987792969,324,317.25,320.350006103516,39846727,295.59228515625
2020-02-20,319.350006103516,329.200012207031,318.75,327.649993896484,40150409,302.328094482422
2020-02-24,325.75,331.299987792969,321.850006103516,322.950012207031,45273936,297.991302490234
2020-02-25,325.899993896484,328.149993896484,322.200012207031,326.799987792969,39050709,301.543792724609
2020-02-26,324.850006103516,330.799987792969,324.200012207031,328.200012207031,43915281,302.835601806641
2020-02-27,328,330,318,321.950012207031,47010040,297.068603515625
2020-02-28,312,314.649993896484,301.100006103516,303,59705346,279.583129882812
2020-03-02,311,312,284.049987792969,287.399993896484,66711413,265.188751220703
