"Date","Open","High","Low","Close","Volume","Adjusted"
2020-01-01,423.779998779297,425.200012207031,422.100006103516,423.130004882812,4070420,413.532196044922
2020-01-02,424,429.575012207031,423.5,424.605010986328,8638440,414.973693847656
2020-01-03,422,423.480010986328,417.299987792969,419.345001220703,11768500,409.833038330078
2020-01-06,416.399993896484,420.399993896484,398.380004882812,399.670013427734,28667350,390.604339599609
2020-01-07,405.5,409.200012207031,399.619995117188,400.765014648438,21490420,391.674438476562
2020-01-08,395,406.035003662109,395,404.994995117188,16305760,395.808502197266
2020-01-09,410.589996337891,414.799987792969,408,412.420013427734,14193880,403.065124511719
2020-01-10,413.010009765625,418.589996337891,411.799987792969,414.484985351562,11066240,405.083251953125
2020-01-13,416.799987792969,418.225006103516,414.600006103516,416.450012207031,6451520,407.003753662109
2020-01-14,417,420.239990234375,415.045013427734,419.299987792969,7034340,409.7890625
2020-01-15,418.994995117188,422,417.005004882812,420.725006103516,6169760,411.181732177734
2020-01-16,419,422.994995117188,418.799987792969,422.024993896484,5787280,412.452270507812
2020-01-17,421.700012207031,424.200012207031,420.200012207031,423.174987792969,6711290,413.576141357422
2020-01-20,422.899993896484,425.295013427734,412.515014648438,415.260009765625,8486390,405.840698242188
2020-01-21,414.994995117188,418.609985351562,411.704986572266,413.859985351562,8979220,404.472442626953
2020-01-22,418.600006103516,418.649993896484,412.334991455078,414.220001220703,7979010,404.824279785156
2020-01-23,412.299987792969,416.385009765625,408.5,412.579986572266,11545220,403.221466064453
2020-01-24,412,420.565002441406,411.100006103516,419.450012207031,8648920,409.935638427734
2020-01-27,417.399993896484,420.799987792969,415.399993896484,416.434997558594,7821550,406.988983154297
2020-01-28,415.015014648438,424.899993896484,415.015014648438,421.299987792969,10527640,411.743621826172
2020-01-29,424.489990234375,444.399993896484,421.510009765625,441.899993896484,45814130,431.876403808594
2020-01-30,446.399993896484,448.5,434.484985351562,436.429992675781,35777740,426.530487060547
2020-01-31,437,442.010009765625,433.380004882812,436.589996337891,17369270,426.686859130859
2020-02-03,425.019989013672,437.690002441406,425.019989013672,435.934997558594,10941810,426.046691894531
2020-02-04,438.795013427734,455,437.714996337891,451.924987792969,19583230,441.673950195312
2020-02-05,451.5,453.994995117188,447.765014648438,452.820007324219,12856310,442.548706054688
2020-02-06,452.820007324219,467.785003662109,452.5,466.635009765625,18464770,456.050354003906
2020-02-07,466.394989013672,468.690002441406,462.609985351562,465.429992675781,9503260,454.872680664062
2020-02-10,466,473.399993896484,464,472.174987792969,11608790,461.464691162109
2020-02-11,473.700012207031,478.5,473.600006103516,474.934997558594,11674290,464.162109375
2020-02-12,477,478.220001220703,472.200012207031,476.869995117188,8829640,466.053192138672
2020-02-13,476.600006103516,480.059997558594,473.5,479.535003662109,6810390,468.657775878906
2020-02-14,480,481.5,476.799987792969,478.174987792969,7311180,467.328582763672
2020-02-17,478.174987792969,479.799987792969,475.005004882812,477.665008544922,7164840,466.830200195312
2020-02-18,476.940002441406,477.195007324219,470.160003662109,475.799987792969,7286110,465.007446289062
2020-02-19,478.5,488.700012207031,478.010009765625,487.804992675781,11720490,476.740142822266
2020-02-20,486.790008544922,492.339996337891,485.375,488.045013427734,16346430,476.974670410156
2020-02-24,484,487.600006103516,475.119995117188,480.394989013672,12633890,469.498229980469
2020-02-25,484.989990234375,484.989990234375,478.399993896484,482.595001220703,9593090,471.648315429688
2020-02-26,481.5,483.774993896484,476.725006103516,481,8513460,470.089447021484
2020-02-27,481.5,481.5,471.209991455078,475.980010986328,11748700,465.183380126953
2020-02-28,464,464,431.174987792969,446.584991455078,49414100,436.455139160156
2020-03-02,460,461.795013427734,430.565002441406,436.075012207031,22382160,426.183563232422
2020-03-03,440,447.494995117188,432.005004882812,445.410003662109,20235030,436.307342529297
2020-03-04,446.600006103516,449.679992675781,422.5,428.640014648438,24729910,419.880096435547
2020-03-05,431,436.755004882812,427.315002441406,433.070007324219,18332950,424.219512939453
2020-03-06,412.5,423.799987792969,403.649993896484,422.584991455078,33122380,413.948760986328
2020-03-09,407,412.75,394.515014648438,402.679992675781,35456270,394.450531005859
2020-03-11,401.399993896484,411.890014648438,398.5,403.065002441406,27936830,394.827728271484
2020-03-12,386,386.994995117188,362.809997558594,373.434997558594,52726190,365.803253173828
2020-03-13,344,404.350006103516,328.105010986328,395.255004882812,48499170,387.177337646484
2020-03-16,383.345001220703,383.345001220703,360,367.225006103516,31404670,359.720153808594
2020-03-17,370.209991455078,373.470001220703,340.200012207031,344.484985351562,25585480,337.444885253906
2020-03-18,349,353,301.890014648438,306.135009765625,54435800,299.878631591797
2020-03-19,280,305.304992675781,248.470001220703,274.609985351562,83247130,268.997924804688
2020-03-20,279.984985351562,304.399993896484,262.165008544922,295.190002441406,61101890,289.157287597656
2020-03-23,265.674987792969,270,222.5,226.615005493164,48442350,221.983734130859
2020-03-24,247.199996948242,256.864990234375,210.464996337891,247.419998168945,62572210,242.363586425781
2020-03-25,245,270,240,258.559997558594,62263550,253.275909423828
2020-03-26,263.730010986328,293.649993896484,256.505004882812,279.369995117188,50961240,273.660614013672
2020-03-27,295.5,304,250,254.229995727539,71706090,249.034393310547
2020-03-30,239.005004882812,241.440002441406,222.600006103516,224.210006713867,76983550,219.627899169922
2020-03-31,230.509994506836,234,210,221.580001831055,110431110,217.051666259766
2020-04-01,218,228.690002441406,213.264999389648,221.934997558594,64083010,217.399398803711
2020-04-03,226.880004882812,234.369995117188,218.304992675781,220.75,61726720,216.238616943359
2020-04-07,224.5,228.600006103516,208.149993896484,225.335006713867,111614780,220.729919433594
2020-04-08,218.399993896484,237.399993896484,214.414993286133,233.289993286133,91093390,228.522323608398
2020-04-09,239.100006103516,256.614990234375,236.710006713867,255.184997558594,71932460,249.969863891602
2020-04-13,252,252,226.595001220703,228.729995727539,81831990,224.055511474609
2020-04-15,234.5,236.800003051758,216.839996337891,218.244995117188,93336280,213.784790039062
2020-04-16,214.5,225,212.199996948242,222,72467400,217.463073730469
2020-04-17,235.5,237.589996337891,223.520004272461,230.815002441406,101915460,226.097930908203
2020-04-20,232.5,234.550003051758,226.5,230.824996948242,54031770,226.107711791992
2020-04-21,221,221,208.5,209.975006103516,73839850,205.683822631836
2020-04-22,205.994995117188,217,202.235000610352,214.824996948242,90627230,210.434692382812
2020-04-23,216,221.910003662109,211.199996948242,217.244995117188,71440060,212.805252075195
2020-04-24,211.350006103516,211.350006103516,197.005004882812,197.625,104944510,193.586212158203
2020-04-27,200,208.5,191.565002441406,204.404998779297,144952470,200.227645874023
2020-04-28,208.100006103516,224.410003662109,203.5,222.809997558594,147563440,218.256500244141
2020-04-29,220.005004882812,237.5,220.005004882812,229.645004272461,150601540,224.951812744141
2020-04-30,236.505004882812,241.895004272461,229.115005493164,231.809997558594,88833050,227.072570800781
2020-05-04,220,220.220001220703,202.854995727539,207.964996337891,73127450,203.714904785156
2020-05-05,213,213.5,199.699996948242,200.235000610352,115212090,196.142868041992
2020-05-06,201,213.190002441406,195.235000610352,210.625,131496960,206.320526123047
2020-05-07,209.895004272461,216.985000610352,204.835006713867,206.054992675781,77702040,201.843948364258
2020-05-08,213,213,201.5,202.414993286133,69663750,198.278305053711
2020-05-11,207,209.270004272461,199.529998779297,201.505004882812,76549900,197.386917114258
2020-05-12,198.970001220703,208,197.710006713867,206.970001220703,103365270,202.740234375
2020-05-13,222,223.994995117188,214.5,216.104995727539,94411850,211.688537597656
2020-05-14,215.899993896484,225.895004272461,209.679992675781,211.199996948242,143075310,206.8837890625
2020-05-15,211.994995117188,213.660003662109,205.600006103516,208.645004272461,80267260,204.380996704102
2020-05-18,209,209.345001220703,192.600006103516,193.860000610352,108205710,189.898147583008
2020-05-19,196,200.354995727539,192.220001220703,196.494995117188,94135140,192.479309082031
2020-05-20,197,206,193.5,204.279998779297,163185080,200.105209350586
2020-05-21,205.899993896484,207.755004882812,197.449996948242,199.020004272461,98795420,194.952682495117
2020-05-22,197.5,200.699996948242,186.524993896484,189.529998779297,161950940,185.656646728516
2020-05-26,191.800003051758,193.375,182.154998779297,182.899993896484,98692950,179.162124633789
2020-05-27,183,194.600006103516,178.300003051758,193.645004272461,173352460,189.687545776367
2020-05-28,195.399993896484,198.300003051758,192.699996948242,194.770004272461,90517750,190.78955078125
2020-05-29,191.399993896484,198,189.100006103516,195.365005493164,103618470,191.372406005859
2020-06-01,199.705001831055,222.639999389648,199.705001831055,216.085006713867,189159830,211.668960571289
2020-06-02,216.524993896484,237.5,216.085006713867,234.619995117188,234424700,229.825149536133
2020-06-03,241.699996948242,249.684997558594,239.800003051758,241.190002441406,187051760,236.260894775391
2020-06-04,241.399993896484,245.365005493164,227.679992675781,231.304992675781,163153500,226.577896118164
2020-06-05,234.399993896484,240.899993896484,227.5,239.035003662109,158500390,234.149917602539
2020-06-08,250.5,254.770004272461,247.554992675781,250.725006103516,149925030,245.601028442383
2020-06-09,253.5,253.5,241.529998779297,244.360000610352,123730770,239.366104125977
2020-06-10,244,247,240.100006103516,243.565002441406,89614430,238.587356567383
2020-06-11,241,245.899993896484,232.009994506836,233.889999389648,100427670,229.110076904297
2020-06-12,220,247,219.899993896484,245.014999389648,168024570,240.007720947266
2020-06-15,242,242.994995117188,233.100006103516,235.139999389648,120703460,230.334518432617
2020-06-16,245.199996948242,245.539993286133,228.5,236.5,129143510,231.666732788086
2020-06-17,234.699996948242,242.5,233.205001831055,239.600006103516,96502790,234.703384399414
2020-06-18,237.5,254.169998168945,237.300003051758,252.595001220703,127382680,247.432800292969
2020-06-19,256.200012207031,271.454986572266,256,269.859985351562,186038260,264.344970703125
2020-06-22,274,286.359985351562,272.799987792969,284.029998779297,139393260,278.225402832031
2020-06-23,289.994995117188,310.924987792969,283.299987792969,302.549987792969,161869530,296.366882324219
2020-06-24,312.5,312.5,291.100006103516,293.445007324219,201088070,287.447967529297
2020-06-25,287.804992675781,304.600006103516,285.100006103516,300.535003662109,159821300,294.39306640625
2020-06-26,304.25,305.880004882812,287.204986572266,290.350006103516,125724990,284.416259765625
2020-06-29,283.399993896484,289.445007324219,277,285.795013427734,116139990,279.954345703125
2020-06-30,291,293.665008544922,281.600006103516,283.100006103516,97030570,277.314392089844
2020-07-01,283.100006103516,296.869995117188,280.600006103516,295.390014648438,127048960,289.353271484375
2020-07-02,298,301.600006103516,292.5,296.424987792969,116197340,290.367034912109
2020-07-03,298,298.945007324219,292.100006103516,293.149993896484,85435970,287.158996582031
2020-07-06,297,313.464996337891,295.5,310.880004882812,114375830,304.526641845703
2020-07-07,315,341.964996337891,312.529998779297,335.195007324219,228764010,328.344696044922
